GET_taken|photo_num|mag_number|mag_code|film_type|revolution_num|principal_lat|principal_long|camera_tilt|camera_azimuth|alt_km|lens_mm|sun_elevation|activity_name|description|photographer|date_taken
001:01:00|22618|148|NN|SO-368|||||||80||EO|EARTH (CLOUDS, WATER)|JSC scan|
001:30:00|22619|148|NN|SO-368|||||||80||EO|EARTH (CLOUDS, WATER)|JSC scan|
001:30:20|22620|148|NN|SO-368|||||||80||EO|EARTH (CLOUDS, WATER)|JSC scan|
002:00:00|22621|148|NN|SO-368|||||||80||EO|EARTH (CLOUDS, WATER)|JSC scan|
002:01:00|22622|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, ANGOLA|JSC scan|
002:01:20|22623|148|NN|SO-368|||||||80||EO|ANGOLA, COAST|JSC scan|
002:01:40|22624|148|NN|SO-368|||||||80||EO|ANGOLA, COAST|JSC scan|
002:02:00|22625|148|NN|SO-368|||||||80||EO|ANGOLA, SOUTH WEST AFRICA|JSC scan|
002:03:00|22626|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, HOABUSIB RIVER|JSC scan|
002:05:00|22627|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, ETOSHA PANS|JSC scan|
002:06:00|22628|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, ANGOLA, CUNENE RIVER|JSC scan|
002:07:00|22629|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, GROOTFONTEIN|JSC scan|
002:08:00|22630|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, CUBANGO RIVER|JSC scan|
002:09:00|22631|148|NN|SO-368|||||||80||EO|SOUTH WEST AFRICA, GROOTFONTEIN|JSC scan|
002:10:00|22632|148|NN|SO-368|||||||80||EO|BOTSWANA|JSC scan|
002:11:00|22633|148|NN|SO-368|||||||80||EO|BOTSWANA|JSC scan|
002:12:00|22634|148|NN|SO-368|||||||80||EO|BOTSWANA|JSC scan|
002:13:00|22635|148|NN|SO-368|||||||80||EO|BOTSWANA|JSC scan|
002:14:00|22636|148|NN|SO-368|||||||80||EO|BOTSWANA, S OF MAKARIKARI PANS|JSC scan|
002:15:00|22637|148|NN|SO-368|||||||80||EO|BOTSWANA, S OF MAKARIKARI PANS|JSC scan|
002:16:00|22638|148|NN|SO-368|||||||80||EO|BOTSWANA, MAKARIKARI PANS|JSC scan|
002:17:00|22639|148|NN|SO-368|||||||80||EO|BOTSWANA, SOUTH AFRICA, LIMPOPO RIVER|JSC scan|
002:18:00|22640|148|NN|SO-368|||||||80||EO|SOUTH AFRICA, MOZAMBIQUE, INDIAN OCEAN|JSC scan|
002:19:00|22641|148|NN|SO-368|||||||80||EO|LIMPOPO RIVER, SHASHI RIVER CONFLUENCE|JSC scan|
002:20:00|22642|148|NN|SO-368|||||||80||EO|MOZAMBIQUE, BAY OF LAURENCO MARQUES|JSC scan|
002:21:00|22643|148|NN|SO-368|||||||80||EO|MOZAMBIQUE COAST|JSC scan|
002:22:00|22645|148|NN|SO-368|||||||80||EO|MOZAMBIQUE COAST, INHAMBANG|JSC scan|
002:23:00|22647|148|NN|SO-368|||||||80||EO|MADAGASCAR, SW COAST|JSC scan|
002:24:00|22648|148|NN|SO-368|||||||80||EO|MADAGASCAR, S COAST|JSC scan|
002:24:10|22649|148|NN|SO-368|||||||80||EO|MADAGASCAR, S COAST|JSC scan|
002:24:20|22650|148|NN|SO-368|||||||80||EO|MADAGASCAR, E COAST|JSC scan|
002:35:00|22651|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:35:20|22652|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:36:00|22653|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:36:20|22654|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:37:00|22655|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:38:00|22656|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:38:20|22657|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:39:00|22658|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:39:05|22659|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:40:00|22660|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:41:00|22661|148|NN|SO-368|||||||80||EO|cloud formations viewed from Earth orbit prior to TLI|JSC scan|
002:42:00|22662|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:43:00|22663|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:43:20|22664|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
002:50:00|22665|148|NN|SO-368|||||||80||EO|EARTH (CLOUD, WATER)|JSC scan|
003:17:13|22666|148|NN|SO-368|||||||||EO|DARK|JSC scan|
003:17:23|22667|148|NN|SO-368|||||||80||EO|EARTH (SUNRISE)|JSC scan|
003:17:28|22668|148|NN|SO-368|||||||80||EO|EARTH (SUNRISE)|JSC scan|
003:18:01|22669|148|NN|SO-368|||||||80||EO|AFRICA, W COAST|JSC scan|
003:18:05|22671|148|NN|SO-368|||||||80||EO|AFRICA, W COAST|JSC scan|
003:35:10|22672|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:35:58|22673|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:36:04|22674|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:36:10|22675|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:36:20|22676|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:36:40|22677|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:36:50|22678|148|NN|SO-368|||||||80||TLC|DEBRIS|JSC scan|
003:42:52|22679|148|NN|SO-368|||||||80||TLC|SOUTH WEST AFRICA, SOUTH ATLANTIC OCEAN|JSC scan|
003:43:00|22680|148|NN|SO-368|||||||80||TLC|LM ADAPTER PANELS, AFRICA|JSC scan|
003:43:10|22681|148|NN|SO-368|||||||80||TLC|LM ADAPTER PANELS, AFRICA|JSC scan|
003:43:20|22682|148|NN|SO-368|||||||80||TLC|LM ADAPTER PANELS, AFRICA|JSC scan|
003:45:00|22683|148|NN|SO-368|||||||80||TLC|LM ADAPTER PANELS, DEBRIS|JSC scan|
003:45:10|22684|148|NN|SO-368|||||||80||TLC|LM ADAPTER PANELS, DEBRIS|JSC scan|
003:45:15|22685|148|NN|SO-368|||||||80||TLC|view of Earth featuring Africa and Madagascar|JSC scan|
003:45:45|22686|148|NN|SO-368|||||||80||TLC|AFRICA, RED SEA, GULF OF ADEN|JSC scan|
003:46:22|22687|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:46:30|22688|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:46:40|22689|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:47:30|22690|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:50:00|22691|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:52:00|22692|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:52:30|22693|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:52:45|22694|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:53:00|22695|148|NN|SO-368|||||||80||TLC|view of LM in S-IVB adapter during transposition and docking|JSC scan|
003:53:20|22696|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:53:25|22697|148|NN|SO-368|||||||80||TLC|TRANSPOSITION, DOCKING, SIVB, LM, DEBRIS|JSC scan|
003:54:25|22698|148|NN|SO-368|||||||80||TLC|view of LM in S-IVB adapter during transposition and docking|JSC scan|
004:47:29|22699|148|NN|SO-368|||||||80||TLC|AFRICA, ARABIA, RED SEA|JSC scan|
004:47:35|22700|148|NN|SO-368|||||||80||TLC|AFRICA, ARABIA, RED SEA, GULF OF ADEN|JSC scan|
004:47:40|22701|148|NN|SO-368|||||||80||TLC|AFRICA, ARABIA, MADAGASCAR|JSC scan|
004:47:45|22702|148|NN|SO-368|||||||80||TLC|AFRICA, ARABIA, MADAGASCAR|JSC scan|
004:50:25|22703|148|NN|SO-368|||||||80||TLC|SIVB, LM|JSC scan|
004:50:30|22704|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:50:35|22705|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:50:40|22706|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:50:45|22707|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:53:30|22708|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:53:35|22709|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:53:40|22710|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:53:45|22711|148|NN|SO-368|||||||80||TLC|SIVB, LM THRUSTERS, ANTENNA|JSC scan|
004:57:10|22712|148|NN|SO-368|||||||250||TLC|SIVB|JSC scan|
004:57:15|22713|148|NN|SO-368|||||||250||TLC|SIVB|JSC scan|
004:57:20|22714|148|NN|SO-368|||||||250||TLC|discarded S-IVB stage which later impacted on the Moon's surface|JSC scan|
004:57:25|22715|148|NN|SO-368|||||||250||TLC|SIVB|JSC scan|
004:57:30|22716|148|NN|SO-368|||||||250||TLC|SIVB|JSC scan|
004:57:40|22717|148|NN|SO-368|||||||250||TLC|AFRICA, MADAGASCAR|JSC scan|
004:57:50|22718|148|NN|SO-368|||||||250||TLC|AFRICA, ARABIA, INDIA|JSC scan|
004:58:00|22719|148|NN|SO-368|||||||250||TLC|AFRICA|JSC scan|
004:58:10|22720|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTHERN|JSC scan|
004:58:20|22721|148|NN|SO-368|||||||250||TLC|AFRICA, ANTARCTICA|JSC scan|
004:58:30|22722|148|NN|SO-368|||||||250||TLC|AFRICA, ARABIA, RED SEA|JSC scan|
skip|22723|148|NN|SO-368||||||||||BLANK|JSC scan|
004:58:50|22724|148|NN|SO-368|||||||80||TLC|SIVB|JSC scan|
005:47:15|22725|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:47:25|22726|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:47:45|22727|148|NN|SO-368|||||||80||TLC|The Blue Marble photograph. one of the most widely distributed photographic images in existence.|JSC scan|
005:48:35|22728|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:49:00|22729|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:49:10|22730|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:49:30|22731|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:49:38|22732|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
005:50:10|22733|148|NN|SO-368|||||||80||TLC|The Blue Marble series of photos. AS17-148-22727 is the famous photo.|JSC scan|
007:54:33|22734|148|NN|SO-368|||||||80||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA|JSC scan|
007:54:43|22735|148|NN|SO-368|||||||80||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA|JSC scan|
007:54:53|22736|148|NN|SO-368|||||||80||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA|JSC scan|
007:55:03|22737|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
007:55:23|22738|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
007:55:43|22739|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
007:55:53|22740|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
020:00:12|22741|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
020:00:22|22742|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
022:17:17|22743|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA|JSC scan|
022:17:27|22744|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTH AMERICA, ANTARCTICA|JSC scan|
024:17:53|22745|148|NN|SO-368|||||||250||TLC|NORTH AND SOUTH AMERICA, ANTARCTICA|JSC scan|
024:18:03|22746|148|NN|SO-368|||||||250||TLC|NORTH AND SOUTH AMERICA, ANTARCTICA|JSC scan|
033:31:00|22747|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
033:31:10|22748|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
048:09:37|22749|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTH AMERICA|JSC scan|
048:09:47|22750|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTH AMERICA|JSC scan|
048:09:57|22751|148|NN|SO-368|||||||250||TLC|AFRICA, SOUTH AMERICA|JSC scan|
060:53:10|22752|148|NN|SO-368|||||||80||TLC|CSM VIEWED FROM LM|JSC scan|
060:53:20|22753|148|NN|SO-368|||||||80||TLC|CSM VIEWED FROM LM|JSC scan|
060:53:30|22754|148|NN|SO-368|||||||80||TLC|CSM VIEWED FROM LM|JSC scan|
060:53:40|22755|148|NN|SO-368|||||||80||TLC|CSM VIEWED FROM LM|JSC scan|
060:53:50|22756|148|NN|SO-368|||||||80||TLC|CSM viewed from LM|JSC scan|
060:53:56|22757|148|NN|SO-368|||||||80||TLC|CSM VIEWED FROM LM|JSC scan|
059:20:41|22758|148|NN|SO-368|||||||250||TLC|NORTH AND SOUTH AMERICA, ANTARCTICA|JSC scan|
059:20:51|22759|148|NN|SO-368|||||||250||TLC|NORTH AND SOUTH AMERICA, ANTARCTICA|JSC scan|
059:30:00|22760|148|NN|SO-368|||||||250||TLC|PACIFIC OCEAN, ANTARCTICA|JSC scan|
060:00:50|22761|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
060:01:00|22762|148|NN|SO-368|||||||250||TLC|AUSTRALIA, ANTARCTICA|JSC scan|
061:00:00|22763|148|NN|SO-368|||||||250||TLC|AFRICA, ANTARCTICA|JSC scan|
061:00:10|22764|148|NN|SO-368|||||||250||TLC|AFRICA, ANTARCTICA|JSC scan|
skip|22765|148|NN|SO-368||||||||||DARK|JSC scan|
217:29:40|22766|148|NN|SO-368|66|01.6 S|83.5 E|33|333|112|250|60|REV 66|SMYTH'S SEA|JSC scan|
217:32:47|22767|148|NN|SO-368|66|09.6 N|55.4 E|63|299|112|250|80|REV 66|PICARD G, H, LICK|JSC scan|
217:32:51|22768|148|NN|SO-368|66|09.9 N|54.8 E|62|300|112|250|79|REV 66|PICARD G, H, LICK|JSC scan|
217:33:00|22769|148|NN|SO-368|66|12.3 N|53.3 E|37|5|112|250|77|REV 66|LICK, A|JSC scan|
217:43:38|22770|148|NN|SO-368|66|20.0 N|30.5 E|67|301|112|250|60|REV 66|APOLLO 17 LANDING SITE|JSC scan|
231:43:03|22771|148|NN|SO-368|73|22.4 N|07.5 E|32|335|114|250|46|REV 73|SULPICIUS GALLUS A, W OF|JSC scan|
231:43:08|22772|148|NN|SO-368|73|23.1 N|07.2 E|38|325|114|250|45|REV 73|SULPICIUS GALLUS A, NW OF|JSC scan|
231:43:18|22773|148|NN|SO-368|||||||250||REV 73|CRESCENT EARTH|JSC scan|
231:29:07|22774|148|NN|SO-368|74|06.7 S|85.0 E|11|304|110|250|50|REV 74|SMYTH'S SEA|JSC scan|
231:29:17|22775|148|NN|SO-368|||||||250||REV 74|PARTIAL FRAME, SMYTH'S SEA|JSC scan|
084:10:20|22776|149|KK|SO-368|||||||80||TLC|EARTH|JSC scan|
084:10:30|22777|149|KK|SO-368|||||||80||TLC|EARTH|JSC scan|
skip|22778|149|KK|SO-368||||||||||BLANK|JSC scan|
084:10:40|22779|149|KK|SO-368|||||||80||TLC|EARTH|JSC scan|
089:24:02|22780|149|KK|SO-368|1|05.9 N|120.2 E|57|99|129|80|83|REV 1|KING, RADAR ANTENNA|JSC scan|
089:24:44|22781|149|KK|SO-368|1|04.7 N|113.9 E|55|123|135|80|83|REV 1|FIRSOV, RADAR ANTENNA|JSC scan|
089:25:27|22782|149|KK|SO-368|1|09.4 N|113.3 E|51|84|136|80|79|REV 1|LOBACHEVSKY|JSC scan|
089:26:10|22783|149|KK|SO-368|1|17.3 N|089.7 E|33|350|163|80|57|REV 1|GODDARD, AL-BIRUNI|JSC scan|
089:26:52|22784|149|KK|SO-368|1|15.3 N|084.0 E|18|98|178|80|53|REV 1|GODDARD, W OF|JSC scan|
089:27:35|22785|149|KK|SO-368|1|15.3 N|083.9 E|29|102|180|80|52|REV 1|GODDARD, W OF|JSC scan|
089:28:18|22786|149|KK|SO-368|1|08.0 N|084.9 E|54|151|181|80|56|REV 1|NEPER, SMYTH'S SEA|JSC scan|
089:29:00|22787|149|KK|SO-368|1|11.7 N|063.3 E|44|196|208|80|34|REV 1|FIRMICUS, CRISES, SEA OF|JSC scan|
089:29:43|22788|149|KK|SO-368|1|09.9 N|058.8 E|53|216|209|80|30|REV 1|PICARD x, CRISES, SEA OF|JSC scan|
089:30:26|22789|149|KK|SO-368|1|14.5 N|054.8 E|36|211|222|80|25|REV 1|PICARD, LICK, YERKES|JSC scan|
089:31:09|22790|149|KK|SO-368||18.2 N|053.3 E|22|245|224|80|24|REV 1|PEIRCE, YERKES|JSC scan|
089:31:51|22791|149|KK|SO-368|1|14.4 N|054.7 E|34|195|225|80|25|REV 1|PICARD, LICK, YERKES|JSC scan|
089:32:34|22792|149|KK|SO-368|1|05.0 N|046.3 E|58|208|228|80|18|REV 1|TARUNTIUS, A, GLAISHER|JSC scan|
089:33:17|22793|149|KK|SO-368|1|15.2 N|050.1 E|35|217|229|80|21|REV 1|PROCLUS, LICK, YERKES, GLAISHER|JSC scan|
089:33:59|22794|149|KK|SO-368|1|15.6 N|046.4 E|37|227|233|80|17|REV 1|PROCLUS, GLAISHER|JSC scan|
127:33:10|22795|149|KK|SO-368|16|18.0 S|174.6 E|15|194|118|250|18|REV 16|AITKEN, SE WALL|Ron Evans|moved to sleep
127:33:23|22796|149|KK|SO-368|16|17.4 S|174.1 E|8|200|118|250|19|REV 16|AITKEN, SE WALL|Ron Evans|moved to sleep
127:33:36|22797|149|KK|SO-368|16|17.9 S|172.7 E|18|195|118|250|20|REV 16|AITKEN. FLOOR|Ron Evans|moved to sleep
127:33:50|22798|149|KK|SO-368|16|17.2 S|172.4 E|10|188|118|250|21|REV 16|AITKEN, FLOOR|Ron Evans|moved to sleep
127:34:03|22799|149|KK|SO-368|16|16.5 S|171.3 E|3|203|118|250|22|REV 16|AITKEN, W WALL|Ron Evans|moved to sleep
127:34:17|22800|149|KK|SO-368|16|16.5 S|171.1 E|4|210|119|250|22|REV 16|AITKEN, W WALL|Ron Evans|moved to sleep
127:34:30|22801|149|KK|SO-368|16|18.0 S|169.9 E|27|212|119|250|23|REV 16|AITKEN, SW FLANK|Ron Evans|moved to sleep
127:34:43|22802|149|KK|SO-368|16|16.6 S|168.4 E|13|205|119|250|24|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:34:57|22803|149|KK|SO-368|16|16.0 S|168.0 E|66|207|119|250|25|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:35:10|22804|149|KK|SO-368|16|15.8 S|167.5 E|33|203|119|250|25|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:35:24|22805|149|KK|SO-368|16|15.6 S|167.1 E|4|207|119|250|26|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:35:37|22806|149|KK|SO-368|16|15.4 S|166.3 E|3|205|120|250|27|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:35:50|22807|149|KK|SO-368|16|15.2 S|165.8 E|2|205|120|250|27|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:36:04|22808|149|KK|SO-368|16|16.1 S|164.9 E|22|152|120|250|28|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:36:17|22809|149|KK|SO-368|16|15.5 S|164.6 E|15|140|120|250|28|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:36:31|22810|149|KK|SO-368|16|16.9 S|164.4 E|30|162|120|250|28|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:36:44|22811|149|KK|SO-368|16|16.0 S|163.1 E|21|180|120|250|30|REV 16|HEAVISIDE, S OF|Ron Evans|moved to sleep
127:36:57|22812|149|KK|SO-368|16|14.1 S|161.7 E|VERT||121|250|31|REV 16|KEELER, S OF|Ron Evans|moved to sleep
127:37:11|22813|149|KK|SO-368|16|13.9 S|161.7 E|3|45|121|250|31|REV 16|KEELER, S OF|Ron Evans|moved to sleep
127:37:24|22814|149|KK|SO-368|16|13.5 S|161.7 E|10|43|121|250|31|REV 16|KEELER, S OF|Ron Evans|moved to sleep
127:37:38|22815|149|KK|SO-368|16|14.8 S|160.2 E|15|215|121|250|32|REV 16|GEIGER, E OF|Ron Evans|moved to sleep
127:37:51|22816|149|KK|SO-368|16|13.8 S|160.1 E|2|212|121|250|33|REV 16|GEIGER, E OF|Ron Evans|moved to sleep
127:38:05|22817|149|KK|SO-368|16|13.0 S|159.0 E|7|25|121|250|34|REV 16|GEIGER, N OF|Ron Evans|moved to sleep
127:38:18|22818|149|KK|SO-368|16|12.9 S|157.9 E|3|26|121|250|35|REV 16|GEIGER, N OF|Ron Evans|moved to sleep
127:38:31|22819|149|KK|SO-368|16|12.5 S|157.1 E|6|27|121|250|36|REV 16|GEIGER, NW OF|Ron Evans|moved to sleep
127:38:45|22820|149|KK|SO-368|16|12.4 S|156.5 E|6|26|122|250|36|REV 16|GEIGER, NW OF|Ron Evans|moved to sleep
127:38:58|22821|149|KK|SO-368|16|12.5 S|156.2 E|3|27|122|250|37|REV 16|GEIGER, NW OF|Ron Evans|moved to sleep
127:39:12|22822|149|KK|SO-368|16|11.8 S|154.8 E|7|21|122|250|38|REV 16|BEIJERINCK, NE OF|Ron Evans|moved to sleep
127:39:25|22823|149|KK|SO-368|16|15.1 S|152.6 E|38|211|122|250|40|REV 16|BEIJERINCK, SE RIM|Ron Evans|moved to sleep
127:39:38|22824|149|KK|SO-368|16|13.9 S|153.4 E|25|207|122|250|39|REV 16|BEIJERINCK, E RIM|Ron Evans|moved to sleep
127:39:52|22825|149|KK|SO-368|16|11.1 S|152.9 E|9|17|122|250|40|REV 16|BEIJERINCK, N OF|Ron Evans|moved to sleep
127:40:05|22826|149|KK|SO-368|16|11.9 S|152.1 E|5|195|122|250|41|REV 16|BEIJERINCK, N RIM|Ron Evans|moved to sleep
127:40:19|22827|149|KK|SO-368|16|12.3 S|151.4 E|13|194|122|250|41|REV 16|BEIJERINCK, N WALL|Ron Evans|moved to sleep
127:40:32|22828|149|KK|SO-369|16|09.7 S|150.4 E|17|22|123|250|43|REV 16|CHAPLYGIN, S OF|Ron Evans|moved to sleep
127:40:45|22829|149|KK|SO-368|16|09.7 S|149.0 E|12|18|123|250|44|REV 16|CHAPLYGIN, S OF|Ron Evans|moved to sleep
127:40:59|22830|149|KK|SO-368|16|11.3 S|148.1 E|12|197|123|250|45|REV 16|CHAPLYGIN, S OF|Ron Evans|moved to sleep
127:41:12|22831|149|KK|SO-368|16|09.7 S|146.9 E|4|22|123|250|46|REV 16|MARCONI, E OF|Ron Evans|moved to sleep
127:41:26|22832|149|KK|SO-368|16|11.4 S|145.2 E|24|200|123|250|47|REV 16|MARCONI, S OF|Ron Evans|moved to sleep
127:41:39|22833|149|KK|SO-368|16|09.6 S|145.3 E|2|196|123|250|48|REV 16|MARCONI|Ron Evans|moved to sleep
127:41:52|22834|149|KK|SO-368|16|09.5 S|144.6 E|3|188|124|250|48|REV 16|MARCONI|Ron Evans|moved to sleep
127:42:06|22835|149|KK|SO-368|16|09.4 S|143.9 E|5|199|124|250|49|REV 16|MARCONI, W WALL|Ron Evans|moved to sleep
127:42:19|22836|149|KK|SO-368|16|10.3 S|142.2 E|21|200|124|250|50|REV 16|MARCONI, W OF|Ron Evans|moved to sleep
127:42:33|22837|149|KK|SO-368|16|07.8 S|136.5 E|32|264|124|250|56|REV 16|TEN BRUGGENCATE, N OF|Ron Evans|moved to sleep
127:42:46|22838|149|KK|SO-368|16|00.6 S|130.1 E|57|320|125|250|63|REV 16|PRAGER, N OF|Ron Evans|moved to sleep
127:43:00|22839|149|KK|SO-368|16|05.1 S|122.7 E|46|252|125|250|70|REV 16|BECVAR, SW OF|Ron Evans|moved to sleep
189:38:49|22840|149|KK|SO-368|52|02.3 S|095.6 E|14|314|112|80|62|REV 52|PURKYNE, LM RENDEZVOUS|JSC scan|
189:40:15|22841|149|KK|SO-368|52|00.4 S|091.5 E|11|333|112|80|66|REV 52|PURKYNE, W OF, LM RENDEZVOUS|JSC scan|
189:40:23|22842|149|KK|SO-368|52|00.6 N|087.1 E|12|274|112|80|70|REV 52|SMYTH'S SEA, LM RENDEZVOUS|JSC scan|
189:41:39|22843|149|KK|SO-368|52|01.6 N|086.6 E|18|310|112|80|71|REV 52|SMYTH'S SEA, LM RENDEZVOUS|JSC scan|
189:41:56|22844|149|KK|SO-368|52|01.8 N|085.8 E|12|312|112|80|71|REV 52|SMYTH'S SEA, LM RENDEZVOUS|JSC scan|
189:42:18|22845|149|KK|SO-368|52|02.9 N|084.0 E|28|308|112|80|73|REV 52|SCHUSERT, E OF, LM RENDEZVOUS|JSC scan|
189:42:22|22846|149|KK|SO-368|52|02.6 N|084.1 E|18|309|112|80|73|REV 52|SCHUBERT, E OF, LM RENDEZVOUS|JSC scan|
189:42:40|22847|149|KK|SO-368|52|02.3 N|082.9 E|22|280|112|80|74|REV 52|LM ascent stage returning from the Moon|JSC scan|
189:44:11|22848|149|KK|SO-368|52|04.3 N|078.0 E|27|279|112|80|78|REV 52|The LM ascent stage approaches the CM|JSC scan|
189:44:16|22849|149|KK|SO-368|52|04.1 N|077.7 E|28|273|112|80|79|REV 52|BANACHIEWICZ, SW RIM, LM RENDEZVOUS|JSC scan|
189:46:57|22850|149|KK|SO-368|||||||80||REV 52|LM IN LUNAR ORBIT|JSC scan|
189:47:07|22851|149|KK|SO-368|||||||80||REV 52|LM IN LUNAR ORBIT|JSC scan|
189:48:36|22852|149|KK|SO-368|||||||80||REV 52|inspection view of LM during rendezvous (Jack Schmitt visible in left window)|JSC scan|
189:49:02|22853|149|KK|SO-368|||||||80||REV 52|LM IN LUNAR ORBIT|JSC scan|
