NASA PHOTO NO. AS17-|photo_num|mag_number|mag_code|film_type|sun_elevation|lens_mm|EVA|DESCRIPTION|||
142-21678|21678|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21679|21679|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21680|21680|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21681|21681|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21682|21682|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
146-22364|22364|146|F|SO-368|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21683|21683|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 6|||
142-21684|21684|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21685|21685|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21686|21686|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 6|||
142-21687|21687|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21688|21688|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21689|21689|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21690|21690|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21691|21691|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
142-21692|21692|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8, SPL 1820|||
142-21693|21693|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8, SPL 1820|||
142-21694|21694|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8, SPL 1820|||
142-21695|21695|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8, SPL 1820|||
142-21696|21696|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8, SPL 1820|||
142-21697|21697|142|M|3401|37|60|3|LRV TRAVERSE, STA 7 TO STA 8|||
146-22365|22365|146|F|SO-368|37|60|3|STA 8, SPL 8135|||
146-22366|22366|146|F|SO-368|37|60|3|STA 8, SPL 8135|||
146-22367|22367|146|F|SO-368|37|60|3|STA 8, SPL 8135, LRV|||
146-22368|22368|146|F|SO-368|37|60|3|STA 8, SPL 8135|||
142-21698|21698|142|M|3401|37|60|3|STA 8, SPL 8235-38, SCOOP|||
142-21699|21699|142|M|3401|37|60|3|STA 8, SPL 8235-38|||
142-21700|21700|142|M|3401|37|60|3|STA 8, SPL 8235-38|||
142-21701|21701|142|M|3401|37|60|3|STA 8, SPL 8235-38, SCOOP|||
142-21702|21702|142|M|3401|37|60|3|STA 8, SPL 8235-38, LRV|||
142-21703|21703|142|M|3401|37|60|3|STA 8, SPL 8235-38, SCOOP|||
142-21704|21704|142|M|3401|37|60|3|STA 8, SPL 8220, EXTENSION HANDLE|||
142-21705|21705|142|M|3401|37|60|3|STA 8, SPL 8220|||
146-22369|22369|146|F|SO-368|37|60|3|STA 8, SFL 8235-38|||
146-22370|22370|146|F|SO-368|37|60|3|STA 8, SPL 8235-38|||
146-22371|22371|146|F|SO-368|37|60|3|STA 8, SPL 8235-38, SCOOP|||
146-22372|22372|146|F|SO-368|37|60|3|STA 8, SPL 8255-56|||
146-22373|22373|146|F|SO-368|37|60|3|STA 8, SPL 8255-56|||
146-22374|22374|146|F|SO-368|37|60|3|STA 8, SPL 8255-56|||
146-22375|22375|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22376|22376|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22377|22377|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22378|22378|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22379|22379|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22380|22380|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22381|22381|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22382|22382|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22383|22383|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22384|22384|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22385|22385|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22386|22386|146|F|SO-368|37|60|3|STA 8, PAN, LRV, LMP|||
146-22387|22387|146|F|SO-368|37|60|3|STA 8, PAN, LRV, LMP|||
146-22388|22388|146|F|SO-368|37|60|3|STA 8, PAN, LRV, LMP|||
146-22389|22389|146|F|SO-368|37|60|3|STA 8, PAN, LRV, LMP|||
146-22390|22390|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22391|22391|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22392|22392|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22393|22393|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22394|22394|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22395|22395|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22396|22396|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22397|22397|146|F|SO-368|37|60|3|STA 8, PAN|||
146-22398|22398|146|F|SO-368|37|60|3|STA 8, SPL 9255-56|||
142-21706|21706|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, RAKE|||
142-21707|21707|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, RAKE|||
142-21708|21708|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535|||
142-21709|21709|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, RAKE|||
142-21710|21710|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, RAKE|||
142-21711|21711|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535|||
142-21712|21712|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535|||
142-21713|21713|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, CDR, TONGS|||
142-21714|21714|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, CDR, TONGS|||
142-21715|21715|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535|||
142-21716|21716|142|M|3401|37|60|3|STA 8, SPL 8155, 8500, 8535, CDR|||
146-22339|22339|146|F|SO-368|37|60|3|STA 8, SPL 8155, 8500, 8535, RAKE|||
146-22400|22400|146|F|SO-368|37|60|3|STA 8, SPL 8155, 8500, 8535|||
146-22401|22401|146|F|SO-368|37|60|3|STA 8, SPL 8155, 8500, 8535|||
146-22402|22402|146|F|SO-368|37|60|3|STA 8, SPL 8155, 8500, 8535, LRV|||
146-22403|22403|146|F|SO-368|37|60|3|STA 8, SPL 8155, 8500, 8535|||
142-21717|21717|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21718|21718|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21719|21719|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480, LRV|||
142-21720|21720|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480, SCOOP|||
142-21721|21721|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480, SCOOP|||
142-21722|21722|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21723|21723|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21724|21724|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21725|21725|142|M|3401|37|60|3|STA 8, SPL 8420, 8440, 8460, 8480|||
142-21726|21726|142|M|3401|37|60|3|STA 8, PAN, LRV TRACKS|||
142-21727|21727|142|M|3401|37|60|3|STA 8, PAN, LRV TRACKS|||
142-21728|21728|142|M|3401|37|60|3|STA 8, PAN, LRV TRACKS|||
142-21729|21729|142|M|3401|37|60|3|STA 8, PAN, CDR, TRAV GRAVIMETER|||
142-21730|21730|142|M|3401|37|60|3|STA 8, PAN, CDR, SCOOP, LRV|||
142-21731|21731|142|M|3401|37|60|3|STA 8, PAN, LRV, EXTENSION HANDLE|||
142-21732|21732|142|M|3401|37|60|3|STA 8, PAN|||
142-21733|21733|142|M|3401|37|60|3|STA 8, PAN|||
142-21734|21734|142|M|3401|37|60|3|STA 8, PAN|||
142-21735|21735|142|M|3401|37|60|3|STA 8, PAN|||
142-21736|21736|142|M|3401|37|60|3|STA 8, PAN|||
142-21737|21737|142|M|3401|37|60|3|STA 8, PAN|||
142-21738|21738|142|M|3401|37|60|3|STA 8, PAN|||
142-21739|21739|142|M|3401|37|60|3|STA 8, PAN|||
142-21740|21740|142|M|3401|37|60|3|STA 8, PAN|||
142-21741|21741|142|M|3401|37|60|3|STA 8, PAN|||
142-21742|21742|142|M|3401|37|60|3|STA 8, PAN|||
142-21743|21743|142|M|3401|37|60|3|STA 8, PAN|||
142-21744|21744|142|M|3401|37|60|3|STA 8, PAN|||
142-21745|21745|142|M|3401|37|60|3|STA 8, PAN|||
142-21746|21746|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21747|21747|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21748|21748|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21749|21749|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21750|21750|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21751|21751|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21752|21752|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21753|21753|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21754|21754|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21755|21755|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21756|21756|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21757|21757|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21758|21758|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21759|21759|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21760|21760|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21761|21761|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21762|21762|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21763|21763|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21764|21764|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21765|21765|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21766|21766|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21767|21767|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22404|22404|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22405|22405|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22406|22406|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22407|22407|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22408|22408|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21768|21768|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21769|21769|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21770|21770|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21771|21771|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21772|21772|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21773|21773|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21774|21774|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21775|21775|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22409|22409|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21776|21776|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21777|21777|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21778|21778|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21779|21779|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21780|21780|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22410|22410|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21781|21781|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22411|22411|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21782|21782|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
146-22412|22412|146|F|SO-368|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21783|21783|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21784|21784|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21785|21785|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21786|21786|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21787|21787|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21788|21788|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21789|21789|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21790|21790|142|M|3401|38|60|3|LRV TRAVERSE, STA 8 TO STA 9|||
142-21791|21791|142|M|3401|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510, CDR|||
142-21792|21792|142|M|3401|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510, LRV|||
142-21793|21793|142|M|3401|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510, LRV|||
142-21794|21794|142|M|3401|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510, LRV|||
146-22413|22413|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
146-22414|22414|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
146-22415|22415|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
146-22416|22416|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
146-22417|22417|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
146-22418|22418|146|F|SO-368|38|60|3|STA 9, SPL 9115, 9120, 9135, 9510|||
142-21795|21795|142|M|3401|38|60|3|STA 9, SPL 9175, 9195|||
142-21796|21796|142|M|3401|38|60|3|STA 9, SPL 9175, 9195, LRV|||
142-21797|21797|142|M|3401|38|60|3|STA 9, SPL 9175, 9195, LRV|||
146-22419|22419|146|F|SO-368|38|60|3|STA 9, SPL 9175, 9195|||
146-22420|22420|146|F|SO-368|38|60|3|STA 9, SPL 9175, 9195|||
146-22421|22421|146|F|SO-368|38|60|3|STA 9, SPL 9175, 9195|||
146-22422|22422|146|F|SO-368|38|60|3|STA 9, SPL 9175, 9195|||
146-22423|22423|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22424|22424|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22425|22425|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22426|22426|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22427|22427|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22428|22428|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22429|22429|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22430|22430|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22431|22431|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22432|22432|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22433|22433|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22434|22434|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22435|22435|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22436|22436|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22437|22437|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22438|22438|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22439|22439|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22440|22440|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22441|22441|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22442|22442|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22443|22443|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22444|22444|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22445|22445|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
146-22446|22446|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN, LRV|||
146-22447|22447|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN, LRV|||
146-22448|22448|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN, LRV|||
146-22449|22449|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN, LRV|||
146-22450|22450|146|F|SO-368|38|60|3|STA 9, PARTIAL PAN|||
142-21798|21798|142|M|3401|38|60|3|STA 9, PAN|||
142-21799|21799|142|M|3401|38|60|3|STA 9, PAN|||
142-21800|21800|142|M|3401|38|60|3|STA 9, PAN|||
142-21801|21801|142|M|3401|38|60|3|STA 9, PAN|||
142-21802|21802|142|M|3401|38|60|3|STA 9, PAN|||
142-21803|21803|142|M|3401|38|60|3|STA 9, PAN|||
142-21804|21804|142|M|3401|38|60|3|STA 9, PAN, SPL BAG DISPENSER|||
142-21805|21805|142|M|3401|38|60|3|STA 9, PAN, SPL BAG DISPENSER|||
142-21806|21806|142|M|3401|38|60|3|STA 9, PAN, SPL BAG DISPENSER|||
142-21807|21807|142|M|3401|38|60|3|STA 9, PAN|||
142-21808|21808|142|M|3401|38|60|3|STA 9, PAN|||
142-21809|21809|142|M|3401|38|60|3|STA 9, PAN|||
142-21810|21810|142|M|3401|38|60|3|STA 9, PAN|||
142-21811|21811|142|M|3401|38|60|3|STA 9, PAN, CDR|||
142-21812|21812|142|M|3401|38|60|3|STA 9, PAN, CDR|||
142-21813|21813|142|M|3401|38|60|3|STA 9, PAN, CDR|||
142-21814|21814|142|M|3401|38|60|3|STA 9, PAN|||
142-21815|21815|142|M|3401|38|60|3|STA 9, PAN|||
142-21816|21816|142|M|3401|38|60|3|STA 9, PAN|||
142-21817|21817|142|M|3401|38|60|3|STA 9, PAN|||
142-21818|21818|142|M|3401|38|60|3|STA 9, PAN|||
142-21819|21819|142|M|3401|38|60|3|STA 9, PAN|||
142-21820|21820|142|M|3401|38|60|3|STA 9, PAN|||
142-21821|21821|142|M|3401|38|60|3|STA 9, PAN|||
142-21822|21822|142|M|3401|38|60|3|STA 9, PAN|||
142-21823|21823|142|M|3401|38|60|3|STA 9, PAN|||
142-21824|21824|142|M|3401|38|60|3|STA 9, PAN|||
142-21825|21825|142|M|3401|38|60|3|STA 9, SPL 9165|||
142-21826|21826|142|M|3401|38|60|3|STA 9, SPL 9165|||
139-21212|21212|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21213|21213|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21214|21214|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21215|21215|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21216|21216|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21217|21217|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21218|21218|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21219|21219|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21220|21220|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21221|21221|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21222|21222|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21223|21223|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21224|21224|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21225|21225|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21226|21226|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21227|21227|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21228|21228|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21229|21229|139|K|3401|38|500|3|STA 9, N MASSIF|||
139-21230|21230|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21231|21231|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21232|21232|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21233|21233|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21234|21234|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21235|21235|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21236|21236|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21237|21237|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21238|21238|139|K|3401|38|500|3|STA 9, BASE OF N MASSIF|||
139-21239|21239|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21240|21240|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21241|21241|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21242|21242|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21243|21243|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21244|21244|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21245|21245|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21246|21246|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21247|21247|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21248|21248|139|K|3401|38|500|3|STA 9, E OF N MASSIF|||
139-21249|21249|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21250|21250|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21251|21251|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21252|21252|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21253|21253|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21254|21254|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21255|21255|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21256|21256|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21257|21257|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21258|21258|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21259|21259|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21260|21260|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21261|21261|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21262|21262|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21263|21263|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21264|21264|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21265|21265|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21266|21266|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21267|21267|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
139-21268|21268|139|K|3401|38|500|3|STA 9, BOULDER TRACKS ON N MASSIF|||
142-21827|21827|142|M|3401|38|60|3|STA 9, SPL 9220, 9240, 9260|||
142-21828|21828|142|M|3401|38|60|3|STA 9, SPL 9220, 9240, 9260|||
142-21829|21829|142|M|3401|38|60|3|STA 9, SPL 9220, 9240, 9260|||
142-21830|21830|142|M|3401|38|60|3|STA 9, LRV FLOOR|||
142-21831|21831|142|M|3401|38|60|3|STA 9, LRV FLOOR, OVEREXPOSED|||
143-21834|21834|143|N|3401|38|60|3|STA 9, LRV FLOOR, OVEREXPOSED|||
143-21835|21835|143|N|3401|38|60|3|STA 9, LRV FLOOR|||
143-21836|21836|143|N|3401|38|60|3|STA 9, PAN, SPL 9001-02, SEIS CHRG 5|||
143-21837|21837|143|N|3401|38|60|3|STA 9, PAN, SPL 9001-02, SEIS CHRG 5|||
143-21838|21838|143|N|3401|38|60|3|STA 9, PAN, CDR, SEIS CHRG 5|||
143-21839|21839|143|N|3401|38|60|3|STA 9, PAN|||
143-21840|21840|143|N|3401|38|60|3|STA 9, PAN|||
143-21841|21841|143|N|3401|38|60|3|STA 9, PAN|||
143-21842|21842|143|N|3401|38|60|3|STA 9, PAN|||
143-21843|21843|143|N|3401|38|60|3|STA 9, PAN|||
143-21844|21844|143|N|3401|38|60|3|STA 9, PAN|||
143-21845|21845|143|N|3401|38|60|3|STA 9, PAN|||
143-21846|21846|143|N|3401|38|60|3|STA 9, PAN|||
143-21847|21847|143|N|3401|38|60|3|STA 9, PAN|||
143-21848|21848|143|N|3401|38|60|3|STA 9, PAN|||
143-21849|21849|143|N|3401|38|60|3|STA 9, PAN|||
143-21850|21850|143|N|3401|38|60|3|STA 9, PAN|||
143-21851|21851|143|N|3401|38|60|3|STA 9, PAN|||
143-21852|21852|143|N|3401|38|60|3|STA 9, PAN|||
143-21853|21853|143|N|3401|38|60|3|STA 9, PAN|||
143-21854|21854|143|N|3401|38|60|3|STA 9, PAN|||
143-21855|21855|143|N|3401|38|60|3|STA 9, PAN|||
143-21856|21856|143|N|3401|38|60|3|STA 9, PAN, LRV, CDR|||
143-21857|21857|143|N|3401|38|60|3|STA 9, PAN, LRV, CDR|||
143-21858|21858|143|N|3401|38|60|3|STA 9, PAN, LRV, CDR|||
134-20452|20452|134|B|SO-368|38|60|3|STA 9, LRV|||
134-20453|20453|134|B|SO-368|38|60|3|STA 9, LRV|||
134-20454|20454|134|B|SO-368|38|60|3|STA 9, LRV|||
143-21859|21859|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21860|21860|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21861|21861|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21862|21862|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21863|21863|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21864|21864|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21865|21865|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21866|21866|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21867|21867|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21868|21868|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
143-21869|21869|143|N|3401|38|60|3|LRV TRAVERSE, STA 9 TO STA LM|||
